Review Id,User Name,Review,Rating,Date of Review,reviewCreatedVersion
eea0eef9-7330-4a49-ad40-6477b49bac5a,Mikkel Andersen,Security,5,27-10-2021,5.0.12
12a1f4e9-cb2e-42a6-b73a-84b437770574,Kari Helene Erichsen skalle,Just have to have this one. Can save lives.,5,03-10-2021,5.0.12
e79205ca-7d22-44db-95a1-a7f8587f990f,Jonny Jensen,CPR is not in the map.,1,02-10-2021,5.0.12
1fa0dea6-7fb9-4356-9a4e-eb215bf21579,Halvor Andrè Røysland,Very good..hope I don't need it..,5,29-09-2021,5.0.12
b9882a0c-8c10-4511-b40e-97604bd1b733,Espen Jørgensen,An awesome and life saving app. Thanks to the developers for all the lives you have saved through this. Kudos and 🌸 to you!,5,09-09-2021,5.0.12
2384b121-79cf-485f-aafc-63a41908c4c7,signe bøe,Perfect,5,04-09-2021,5.0.12
86f9e324-3246-4813-9ea7-c4e130f1322a,En Google-bruker,Very good.,5,27-07-2021,5.0.12
05a5164c-e214-472c-818f-ce2fbe756b23,Gunnar Dahl,Have used it once. Worked very well. The ambulance got where it was going due to the coordinates that were automatically sent over,5,27-07-2021,5.0.12
9773a631-a010-4d34-bd54-204a2acaa726,Trond Almbakk,An incredibly nice app to have. Have used it a couple of times. Everyone should have this app on their phone.,5,21-07-2021,5.0.12
4ddf91ad-bdaa-40c5-a2c9-d690e8f74502,Røkter Fisk,FANTASTIC 🤗,5,20-07-2021,5.0.12
2eb16c5c-40a5-439d-a372-147928cd5780,Andreas Kløvfjell,Absolutely great it's something that everyone should have 👍👍,5,09-07-2021,5.0.12
eafad7e0-bfb6-4e59-9e0e-6ed8c4bbbda8,Tom Bjørnstad,A must have app,5,17-06-2021,5.0.12
7b4f8f69-d87f-4bd8-a429-2c79e400bbee,Svein Åge Abrahamsen,CV cc d what ddx,3,14-06-2021,5.0.12
01061a1c-e424-419a-b3db-cd2eee476e90,Simon Sætre,Handy app but my coordinates were not sent to the operator. I was quite stressed when I had to find an address.,4,13-06-2021,5.0.12
15b36363-6bb2-4022-b2a1-acff3f5a8ef6,Astrid Irene Rydningen,Supports an important and vital work,5,10-06-2021,5.0.12
80fe73b4-a458-447a-a162-11373b4a1fbf,Ellen B Daleli,"This app was absolutely fantastic to have when I needed help on the mountain. So happy for the support device we have, and with the help of the app, the support crew showed me exactly where I was. Recommend everyone to download this and have it easily accessible on the home screen of the mobile.",5,10-06-2021,5.0.12
b7ce144c-ed5e-4f95-b5b6-d9113f5837ba,R. E. Hill,"Does not start GPS even though the app is given permission when using to do so. In given damage situations, it is preferable for the app to do so. Samsung S20 plus.",3,07-06-2021,5.0.12
24540931-4e10-415a-8d68-b8d2a102605b,Art Ard,"Have seen very dangerous manoeuvres, with total breakdown as the likely result, pure luck that it went well. A few meters from power lines Dom is arrogant, knows best.. Dom should go down in open fields, well-lit open spaces and road junctions, and not into house doors.. When such places exist in all directions.. running less than 50 meters with an emergency case can all do.. I got the rubbish bins and other things in the walls of the house with a bang at 0310 at night. Unnecessary.. With such noise and shaking everyone else up. Y",3,16-05-2021,5.0.12
217943ba-7ca7-437d-817c-0d98a4728d90,Tor-Hugo Williamsen,VERY GOOD,5,10-05-2021,5.0.12
979be791-c3fa-4f7b-88b8-f82995010027,Bjørn Vidar Olsen,Ok,5,19-04-2021,5.0.12
fe07fdf8-2c90-40ca-a2b3-98e028901399,Ruben Johansen,Can't install.. waiting and waiting..,1,05-04-2021,5.0.12
5f3abea8-790e-4650-a445-33ebf6e298ff,Lars Tendvall,Great,5,30-03-2021,5.0.12
115fea5a-1042-4700-80fc-e265a36c2c0a,therese wessel,"Very nice app, but I wonder how to register defibrillators.. I drive a taxi in the churches and I have a defibrillator in the taxi. It could be useful information...all the taxis on the church's taxi have defibrillators.",5,29-03-2021,5.0.12
7d05d528-a053-4053-b36d-ebb70eb8d9a1,arnfinn kvernberg,Good security😊,5,29-03-2021,5.0.12
5f4d44d0-5ae0-47c2-ba98-c6eef493b9de,Anne Skaaraas,"Not used it, but if the accident is out",4,28-03-2021,5.0.12
7ca0d4e1-8a65-453d-9e74-f95a6ff2ede2,Alexandra Jakobsen,Absolutely fantastic app! 😁,5,26-03-2021,5.0.12
040f1123-cbac-491b-bf1a-b5ddcb4fa309,Tom Isak Balandin,EVERYONE should have this.,5,24-03-2021,5.0.12
8d4c532a-0e1d-4dbc-8d49-5cab93f15bfa,Thomas Klevenberg,"Update: now it works on Android as it should, very well! There is a bug in this version, on the Samsung Galaxy S10 with Android 10, the first screen appears so that the status bar at the bottom disappears, so you cannot switch tasks/windows. You can only get out by going to settings, then the line comes up again",5,24-03-2021,5.0.10
d5addb9e-f857-4006-a431-9c5834f5cc37,terje benjamin,"MUST have this app. You never know when an accident will happen, or when others need help.",5,19-03-2021,5.0.10
0b2db5c0-a1f1-4e78-93a6-5c86d59b5694,Eirik Aursnes,"Fortunately, I haven't needed this app yet, but it looks very promising. Just downloaded it and set it up with phone number and location permission, but I see one problem. Now I don't know how many steps the buttons are from press to action (don't you dare try), but on the Samsung S10+, the navigation buttons on the phone overlap with the emergency numbers in the app. I'm afraid that accidental emergency calls could occur.",4,26-02-2021,4.5.9
3408c111-b69f-4746-895c-9bb3b1bbb21d,Oddleif Ødegård,"Missing an app for the Samsung smart watch, it has both GPS and a SIM card, so it should be possible to develop an app that works with the watch if the phone is at home.",3,05-02-2021,4.5.9
bfa2d9b4-71d7-4790-b3b0-3873fa13ca70,Eilert Elias Drønnesund,Ok,5,04-02-2021,4.5.9
c2d0bf28-0a88-43da-afde-96680eecc7c1,Kristian Henrikhaugen,👍👍👍👍👍👍,5,02-02-2021,4.5.9
d1fd9e16-15f0-494d-aefa-b0df98cc7e2f,Sofie Sandberg,Super smart regardless of age especially good if you are small because when you call they see where you are locked down pliiis,5,25-01-2021,4.5.9
6b02c7d7-06bf-44b6-8dbb-136d684a17d2,Silke Berg-Fliss,Works very well,5,08-01-2021,4.5.9
6a631ea7-6697-480d-9d57-e328372832c5,Thomas Ommen Hansen,Fantastic app which I have used a couple of times myself. But have always wondered which coordinate function is best. DDM or UTM?,5,25-10-2020,4.5.9
747793cb-9ca3-4c52-a7b3-f0aaa6dfb5fb,Gerd Irene Hoff Jensen,This app everyone should have!,5,11-10-2020,4.5.9
f07e63a5-28ee-4143-b121-3c3a154f8401,Hermod Einar Hansen,Necessary,5,07-10-2020,4.5.8
f23cc8e2-c8d8-4867-8935-cfb3917abbd4,Daniel Nord Warholm,The most important app you can have. Either for yourself or for others.,5,02-10-2020,4.5.8
c50e8b1a-aa4a-47e3-a1d8-bc7141e15ab5,Benjamin Eriksen,"I feel safe even if I just go for a walk, the same applies to my parents. Thank you for saving lives, I hope more people donate.",5,01-10-2020,4.5.8
ca838044-48e3-4ec6-8a76-6ee9675d1192,Bjørn Larsen,Awesome,5,29-09-2020,4.5.5
74ed6e3c-ba77-48ff-8440-2417ca0b7478,Jørn Eriksen,Can't get maps,2,18-08-2020,4.4.7
62c72b97-8b42-4756-b8f0-1b14c5ae465c,Jim Freddy Husebø,"Super cool app, if you call an emergency number via the app they get the exact position where you are 10 thumbs up for this app",5,27-07-2020,4.4.7
ff57b872-fad4-4033-ad7d-b3b40a6e6d37,Josefine S,"Looks great, but I miss being able to enter several numbers on the same phone. My phone has dual sim, which is nice if there is only coverage with one company. Would love if I didn't have to worry about which SIM card to call from ☺️",4,19-07-2020,4.4.7
15cef0f4-ad54-47b5-98ce-264a974c52fe,Kjell Andersen,Health essential app for everyone!! Especially alone in the forest.,5,16-07-2020,4.4.7
da401726-69d1-4f92-9e03-2baffb5ca4c0,John og Turid Seland,Very good and user-friendly 🤕👍,5,30-06-2020,4.4.7
5744ed1a-b74a-4189-84f6-5537de1a064e,Kenneth Landa,Can't get the code on sms shit,1,26-06-2020,4.4.7
193ad38e-bb39-430a-bbf6-319205e4c8ad,Ken Hansen,Everyone in Norway should download this,5,19-06-2020,4.4.7
7fd570b6-f6c8-41c3-a674-36e8a1ba01a3,En Google-bruker,You should update the map :) Lived here for 6 years and the road doesn't show on this map.,5,17-06-2020,4.4.7
15549fd6-1fe4-4a20-9af6-f9c6b1a96ecc,Viggo Strøm,Great important app🙂,5,16-06-2020,4.4.7
bf0875cc-693a-4d30-9e65-d92da2a5543f,Torfinn Brokke,"Good to have on the phone in case the accident happens! Fortunately, I haven't needed this app yet, but I wouldn't have been without it!",5,09-06-2020,4.4.7
b26471f7-27da-4949-ab4d-1dc26d4b0e15,Reidar Gade,Very good.,5,26-05-2020,4.4.7
d92ca8f4-dd26-479e-8c12-31139ff7e358,Hanne C Bjørnstad,Very good and educational. Recommended,5,23-05-2020,4.4.7
bd47eae8-475f-4b55-a468-9dbbe71fac7a,Viggo Gjertsen,"An absolute ""must"" when it comes to life!😷",5,19-05-2020,4.4.7
6198c69a-a491-4dde-8f81-e039d51201ba,En Google-bruker,Really good,5,03-04-2020,4.4.7
e2f3b503-2072-4bd1-b196-ebeb64881660,En Google-bruker,Perfectly nice,5,28-03-2020,4.4.7
78a7ff10-f455-4a30-8e7a-bc3c90147872,En Google-bruker,"Just an idea, but very realistic.",5,27-03-2020,4.4.7
c5fbbe20-b33b-4e7b-af00-3d03a2438505,En Google-bruker,Tried to reinstall the APP to get access to defibrillators but then no. About 4 years old Android.,2,18-03-2020,4.4.7
1a369e2f-fe19-4010-bba9-c7b911304df1,En Google-bruker,Good,5,18-03-2020,4.4.7
785e1978-63c0-4f64-81a7-e88f848008c7,En Google-bruker,This.should.all.have,5,12-03-2020,4.4.7
6717f4ee-5b12-4819-bc27-10c6829fe42b,En Google-bruker,Great app. Needed help at the cabin. After the little girl fell down high. Called via the monkey and the ambulance came straight to the cabin straight away. My app is next to the call function on my mobile.,5,05-03-2020,4.4.7
10431f5d-874a-49d2-941e-7d69925c318c,En Google-bruker,"Completely useless. Called for an ambulance and everything that could go wrong did. The app neither sent the position to the operator nor showed me coordinates. I got the address using a built-in feature from Huawei, which the operator didn't know what to do with. Rather was told to drive to his GP even though the incident was a heavy blow to the head/neck",1,05-03-2020,4.4.7
b228a2c2-9a0c-4bc4-aaba-a9e928105ffa,En Google-bruker,Excellent today.,5,24-02-2020,4.4.7
6407a6a3-80f6-47f2-b544-966bc4cd3cf7,En Google-bruker,It is safe to have this app,5,21-02-2020,4.4.7
470b9b04-b0f8-4de6-a511-6259f39e7b68,En Google-bruker,Ok,4,15-02-2020,4.4.7
483b9ee9-c442-4cdc-a814-359831e0fce9,En Google-bruker,Their map is not updated in relation to new street names in new municipalities and counties ..,3,12-02-2020,4.4.7
210b1673-64ea-4a75-92a3-e55aebb8cbca,En Google-bruker,This app helped save the lives of 10 scouts when we got into a blizzard in 2017,5,28-01-2020,4.4.7
0d2197e4-32fd-40d2-b407-d60ca1f9b6cf,En Google-bruker,Very good job,5,11-01-2020,4.4.7
4d92f2be-ed03-437f-93cb-c602eabaa2de,En Google-bruker,Easy to use,5,11-01-2020,4.4.7
6e3c3fbd-ae83-4044-9532-e577b332a15d,En Google-bruker,"Never had a use for it, luckily, but it looks incredibly useful. It would be useful if it could be connected to the emergency button on the phone, so that it is not necessary to log into the phone to use the app. It can be difficult if you yourself have a stroke and others have to use my phone, as this is where the personal information is located. I have had a stroke myself and was unable to use my own phone.",4,26-12-2019,4.4.7
4989bfa5-4bd8-4b9b-8b23-ea76d947b0e5,En Google-bruker,Received very good help 6.12,5,17-12-2019,4.4.5
5e0fc75a-5cf0-429b-bbc1-e175984a3635,En Google-bruker,Worked great.,5,08-12-2019,4.4.7
466e9a6e-6cbd-460f-b329-ec85395ac8b5,En Google-bruker,The best app,5,06-12-2019,4.4.7
03e4cfab-cb91-4fb0-a29c-291f3b1fc681,En Google-bruker,This app is great. Have used it several times and it has worked great every time.,5,02-12-2019,4.4.7
ff95a874-9667-416b-913d-b433fcfe086f,En Google-bruker,Very good,5,15-11-2019,4.4.7
512991ba-4353-4666-8326-1c4d73c7679c,En Google-bruker,Very good,5,07-11-2019,4.4.7
0823eff5-7ce5-44a5-9cc2-457b46507451,En Google-bruker,It can save lives,5,05-11-2019,4.4.7
5c0f500b-7cf5-40e5-9d04-d6b894ca59a4,En Google-bruker,Great,5,23-10-2019,4.4.7
df898669-aac7-4270-aa42-adfc8918cae8,En Google-bruker,Good to have!,5,23-10-2019,4.4.5
f220c6ad-c08a-431e-ae68-4a34674f9c84,En Google-bruker,👍👍,5,18-10-2019,4.4.4
8a820f99-114c-4351-b30c-470fe368f2c4,En Google-bruker,Very good app,5,16-10-2019,4.2.0
0750af17-2bfa-498b-9484-d072880dd04f,En Google-bruker,Hope I never have to use it ☺️,5,16-10-2019,4.4.4
bf5694b2-75d4-4a67-8cd8-57c7630f6687,En Google-bruker,"Very important to ha, if the accident is out.",5,08-10-2019,4.2.0
3e6d7428-ec31-480d-bfaa-2abc41308a16,En Google-bruker,"If there is an app everyone should have on their phone, it's this one... Should become standard on all phones... Another thing, this app should be available when the screen is locked, most people have passwords, fingerprints etc, but cannot get in and use the app. So having this available on the lock screen would be invaluable.",5,07-10-2019,4.2.0
661b1f9d-8c12-4e9a-b54c-1817b32866e5,En Google-bruker,Security,5,04-10-2019,4.2.0
9961a0eb-1f9c-4169-8079-17aedf9e0bd3,En Google-bruker,Good stuff,5,03-10-2019,4.2.0
c220bf80-3c6a-4258-a864-553794bac29a,En Google-bruker,"Gets 3 stars only because it's 5 years or older map data. Should have updated the map, places change..",3,02-10-2019,4.2.0
10d2f224-e4ad-44e3-989c-2869d4872788,En Google-bruker,Very good,5,24-09-2019,4.2.0
74cb7856-1daa-4d8a-9ef7-a301eb9f01f2,En Google-bruker,Very good app,5,23-09-2019,4.2.0
f0f1c9a0-a36d-4ca2-b55b-599b9ea929e3,En Google-bruker,Very good,5,23-09-2019,4.2.0
6112b48d-2daa-4499-9563-cd2cdd386974,En Google-bruker,good help 😊,5,18-09-2019,4.2.0
63c64ecf-448c-439b-a9a0-b635fb8c9216,En Google-bruker,Just installed it; may come in handy in the future. So for now I can't give anything other than 5☆. The imprecise determination of position is a bit disconcerting (varies between 17m and 1899m).,5,15-09-2019,4.2.0
9902dbce-54eb-4553-9332-b9f837db3b9d,En Google-bruker,"I was able to register my number manually, thanks to the developer who responded to the message.",4,09-09-2019,4.2.0
a753e134-551d-4132-b51e-cf2fef9770a0,En Google-bruker,Great to have an app that fixes everything if you get out for an accident or something.,5,07-09-2019,4.2.0
20cf3d5f-8de2-403f-af1b-68ab8963ce10,En Google-bruker,Everyone should have this.,5,05-09-2019,4.2.0
1300bc21-105e-4976-83bb-bcef68108343,En Google-bruker,Perfect,5,25-08-2019,1.6
37aa4d65-b1ef-46e6-b752-36c87b87e3ad,En Google-bruker,This system is very good.,5,23-08-2019,4.2.0
78470c34-2bae-4227-b844-053cdf4686fc,En Google-bruker,Important app,5,20-08-2019,4.2.0
964b9deb-a1af-44ae-9b19-e61f0dffead1,En Google-bruker,Absolutely top. This should be funded by the Norwegian state.,5,16-08-2019,4.2.0
73e69f19-705f-4cd2-9a59-90fc24aa7fba,En Google-bruker,Finally,5,04-08-2019,4.2.0
599fe8a1-f747-4850-a086-a68dc32d0218,En Google-bruker,Everyone should have this app ❤️,5,23-07-2019,4.2.0
b4b65fce-fe72-4448-be0b-ba62a42b0516,En Google-bruker,"I've needed it, very good😇",5,14-07-2019,4.2.0
eb2d1a6e-753c-4f92-a92e-dda1dedcbbac,En Google-bruker,incredibly good app,5,13-07-2019,4.2.0
8b1203bf-7b23-4d5f-9448-681f8b1e5db9,En Google-bruker,"It's the smartest thing I've seen, then I feel safer when something happens now that I'm out example in nature and fall and break a leg or something, Thank you",5,12-07-2019,4.2.0
2198a544-03f9-4e61-87b5-9ed8fdcb61e4,En Google-bruker,Recommend to everyone.,5,12-07-2019,4.2.0
e31295e2-f3fa-41a3-9a5e-5266eddf9082,En Google-bruker,"Difficult to understand the difference between the different symbols for defibrillators, and possibly other. A symbol is heart-shaped and has a kind of lightning bolt in the middle, which the undersigned believes is the defibrillator symbol. Another symbol is heart-shaped with a cross inside, without the undersigned understanding what it is supposed to mean.",3,03-07-2019,4.2.0
e3bce233-ad94-4979-8c8b-e5cebee89bd5,En Google-bruker,Thanks for the tip 😀,5,09-06-2019,4.2.0
bbe7df1a-a4cd-42aa-9e41-f8a85eb7f10d,En Google-bruker,Very good stuff. Hope I never have to use it... But it's missing a piece of very important information. Can I use the app without a mobile network? Will you get my location even if we can't have a conversation?,1,30-05-2019,4.2.0
345a7e06-251e-416d-93db-4093a51a6a2e,En Google-bruker,This app saves lives,5,20-05-2019,4.1.2
66ad8d5f-b3df-497f-bb88-b481434a6031,En Google-bruker,"very meaningful app, and my last refuge when I run alone in the forest or in the mountains. However, I miss the option to open this directly from the lock screen. (samsung s8) cumbersome and fiddling with key lock if the accident is out🤔",4,04-05-2019,4.1.2
ea863488-f6da-4259-9d09-f307fc38cc96,En Google-bruker,The app that everyone should have!!,5,28-04-2019,4.1.2
1ba2ac44-6d58-4fcb-bc2f-026b702ec986,En Google-bruker,nice app this here,5,08-04-2019,4.1.2
22634842-16be-4c26-a943-31ffc23e879c,En Google-bruker,The app works as it should now!!,5,03-04-2019,4.1.2
203668c6-4050-46e4-a12f-8441c06c75f9,En Google-bruker,"I have a Samsung S8, here the defibrillator symbol does not appear when I open the app. Even after new update.",4,19-03-2019,4.1.2
35e1d80c-da5b-4aa2-be57-2f1215a54707,En Google-bruker,Everyone must have this!,5,27-02-2019,4.1.2
9259628c-1b11-42ec-b52e-7791589fd538,En Google-bruker,easy to use,5,26-02-2019,4.1.2
32316eb4-d437-4dee-8d9b-e0d94e86d36e,En Google-bruker,doesn't show defibrillators,1,26-02-2019,4.1.2
8e575175-4df6-4672-9162-791953963422,En Google-bruker,doesn't find nearest defibrillator..,2,17-02-2019,4.1.2
68bbf778-729b-4a1e-b7d0-d01134cf96af,En Google-bruker,Incredibly important app,5,17-02-2019,4.0.2
0adc5029-4ab2-4b1c-8513-d78a10d2865a,En Google-bruker,untested,3,14-02-2019,4.0.2
7ccacc9b-7511-47d1-ac4e-d04d669b944c,En Google-bruker,Awesome,5,13-02-2019,4.0.2
84c1495d-484e-460b-beb2-ddbbaca6411b,En Google-bruker,it crashes when I try to start the approval.,1,11-02-2019,4.0.2
dd8f73ee-6ca2-4866-90ae-b9951d96561e,En Google-bruker,"Was somewhere I was not familiar, came across a serious traffic accident. Opened the app and sent our exact position to the emergency services and about 15-20 min. later they arrived. Fantastic app, absolutely superb! Everyone should have this!!!",5,03-02-2019,4.0.2
5f6d36ad-2e5a-4a5e-81fd-63b8d23aa466,En Google-bruker,nice,5,23-01-2019,4.0.2
ef0385a5-8752-4464-a554-021228367327,En Google-bruker,Can't sync this with number and position. Which basically makes the app worthless so far!,4,14-01-2019,4.0.2
9afdde6b-9ffc-4ec6-b943-e056e91b69c6,En Google-bruker,"Don't know how much I can trust the app. can't enter approval for the emergency services to see my location, and when the app comes into the background it crashes. Little confidence-inspiring for an app that may be used in emergencies. Samsung Galaxy A5.",1,14-01-2019,4.0.2
a8651d9f-b856-490a-aac2-55f961475260,En Google-bruker,"Anything could have happened. itself is quite good but discovered that the defibrillators at IKEA Åsane were not on the map, this must be updated :-)",1,06-01-2019,4.0.2
eef76c75-e5b3-4827-880a-9c5284b4a2a3,En Google-bruker,Help in need. Fantastic,2,28-12-2018,4.0.2
a9294d02-bc7b-46bb-b3fc-9bf82a2eb2f6,En Google-bruker,Should have gone to the police too.,5,20-12-2018,4.0.2
57fa7619-92a5-4e90-a7ef-a9f1d55ef462,En Google-bruker,It would have been nice if you could get information about the location of the nearest defibrillator into the map shown in the App :) possibly a link to the map 113 has.,5,28-11-2018,3.5.2
f1c02d95-6e6f-4b7a-a53e-de9b77383f4c,En Google-bruker,Useful app if something were to happen,2,04-11-2018,3.5.2
ad04a16d-f6c4-4943-826e-5d187c363965,En Google-bruker,Something everyone must have on his phone...,3,24-10-2018,3.5.2
1390eded-eaf1-48a4-b8a9-f133ed8db42d,En Google-bruker,"Had to call 112. After a short time the conversation with the operator was interrupted due to
app crash, this even though the application was not used to call 112.
This happened twice in a row. Uninstall the application as this is not
durable. Have a Samsung Galaxy S8.",5,21-10-2018,3.5.2
b7046c0a-cdce-4ba6-896d-7833ceef4bd1,En Google-bruker,"Like this app with the functionality to call the emergency services if there is an accident.
Exact position and quick response can contribute to more immediate assistance",5,08-10-2018,3.5.2
6bc9095e-d7c9-4d99-86d4-b53d1ca2bac7,En Google-bruker,"App crashes when calling 113 from Samsung Galaxy s9. Tested from 2
different phones. Worked fine Galaxy s7. S7 has version 7 of
Android, S9 has version 8.",2,16-06-2018,3.5.2
4d7c7c10-5e28-4c00-a679-fdaac4d679ee,En Google-bruker,Write your phone number and get a code via sms.. code does not appear. It will be a lifesaver.,4,13-06-2018,3.5.2
9545ab15-d118-458d-8c1f-e24fc1e1fb7e,En Google-bruker,"Good work, but it should be called ""113 Help"" so that it ends up first in
app drawer.",4,12-06-2018,3.5.2
93944994-d09c-4ba9-bb17-2c6f0766bebb,En Google-bruker,"Sneaky way you get permission to contact the user. Very
unclear what to press if you did NOT want to be contacted. Change to
""YES/NO"" so it becomes completely clear! That you have to spend money on drawing
the permission later becomes completely wrong.",1,11-06-2018,3.5.2
9b16098a-1095-4821-902f-ac8ac064a359,En Google-bruker,"Luckily I haven't had to use this, I hope I never have to either.
But Norway, which is so concerned with what all other countries are doing, should probably get it
112, which ALL other countries have as a common emergency number. Tourists from the EU will probably
call 112 as they don't know about the special Norwegian numbers",4,09-06-2018,3.5.2
