,Review Id,User Name,Review,Rating,Date of Review,reviewCreatedVersion,Sentiment
54,0e0fc28a-5211-45a3-a57c-cdd7f7689b20,Tuire Parviainen,Specially the best of all,1,26-06-2022,4.3.3,1
55,9f5de839-4df7-43eb-94d2-7f2c2abc0cdb,Sari Haatainen,It would be good if it was compatible with the android car,5,25-06-2022,4.3.3,1
56,28decb80-e865-432f-b6a5-1f3d04b8f145,Jani Laaksonen,"As a person who works a lot on the road, you can get help even in a slightly strange area. I have noticed that you should inform the custodian of the missing defs so that they can be mentioned in the application. Deffa is ""registered"" in the application in cooperation with Sydänliitto with the Red Cross and the Resuscitation Council.",4,24-06-2022,4.3.3,0
57,233ae5f4-90f8-4c25-9cbc-151b0954a188,Piia S,"The most important father-in-law. Your location is found. All help is available. However, it's not an address service",5,24-06-2022,4.3.3,1
58,610ba806-5ba0-4d9b-b0e1-14b9facc5d2e,Kari Rautio,it's aa z%<7797=000==0,5,24-06-2022,4.3.3,0
59,a824ec9b-90c1-4a30-88d8-8864cee9dc8f,T Järventausta,"Easy, fast and necessary application.",5,21-06-2022,4.3.3,1
60,52464143-37e4-4ee1-a633-f7c3c4390b71,Arja Manninen,"Otherwise good, but isn't there really an option to turn off unnecessary and constantly disturbing traffic announcements without simultaneously darkening other official announcements - or I just can't?",5,10-06-2022,4.3.3,-1
61,ae82f9ea-fea9-4341-b26f-84ed54af7ebb,John Doe,"Worked well, but the customer service has to wait as long as the last day of life, i.e. I die and then they answer",3,10-06-2022,4.3.3,-1
62,dfe8e095-9c3f-4f05-9ad1-635a8ea5646e,Esa Petronen,Necessary,2,04-06-2022,2.0.19433,0
63,3c50a48c-3c6a-4b5d-bdaa-6c62cff59ecc,Juha Pietikäinen,The application definitely makes it easier in many things. Worth installing.,5,04-06-2022,4.3.3,1
64,a278c2a4-e817-46d9-afbc-3edaab6cbdef,Juha-Pekka Poutanen,"Very useful and important. If you even get lost and don't know your location, when you call the emergency center through this, they will locate you.",4,19-05-2022,4.3.3,1
65,80654f79-e8cf-43cd-86b1-a1ccad8a2758,Tuntematon Tyyppi,Really safe app I recommend,5,19-05-2022,4.3.3,1
66,908ba7ee-fe52-42c8-b5cf-2d75ae71889c,Jessica Tarkkanen,Always important information if something happens??,5,30-04-2022,4.3.3,1
67,97d95adb-d2e1-411d-9a6a-a89d556be0b1,Sirkka Suomensalo os.Huitti,Easy to use.,5,28-04-2022,4.3.3,1
68,4feaee1f-17ee-4e76-b7e1-15dda5d988d5,Erkki Keskiväli,I get emergency calls all the time.,5,22-04-2022,4.3.3,-1
69,b524b137-87c1-42ad-8a32-19d2054b7147,Ari Ilottu,Really important app❤,1,17-04-2022,4.3.3,1
70,38151ccb-fb92-4645-a84a-4006c81e835e,Pirkko Kortepuro,A condition of life,5,16-04-2022,4.3.3,0
71,0ac60294-315a-4462-b5d5-a20cb5e70c43,Vesa Melamies,⭐⭐ ⭐⭐⭐👍,5,16-04-2022,4.2.21,0
72,007c5f03-c8be-4e40-816e-7c172403d36b,Googlen käyttäjä,Good easy and quick to use,5,11-04-2022,4.3.3,1
73,f7d33d0f-a533-45e5-a9db-4299554a05b0,Anne Maria Mononen,good,5,08-04-2022,4.3.3,1
74,d2a0ecc6-9b8a-423f-a0d3-eeab139a692a,Jalo Notkola,"The logo should be red and bigger. In an emergency, a person cannot find an application, among others. There is experience.",4,05-04-2022,4.3.3,-1
75,3f048367-87b9-4d86-99f5-c2684fba8fd4,Kaija Hynninen,"The application receives up to 5-10 notifications per day about traffic accidents. I would like to turn off all notifications about traffic accidents, but the application does not offer an option for that",3,30-03-2022,4.2.21,-1
76,79f27d4a-1aac-47f6-a78a-b1c6e630b34b,Sami Salonen,"How do I turn off the push notifications for traffic announcements so that the push notifications for danger and official announcements do not go off? The application's own settings menu doesn't seem to offer that option, and turning off traffic announcements in Android's app-specific settings doesn't seem to turn them off.",1,28-03-2022,4.3.3,-1
77,3a6affb4-d237-476d-97cc-1b94c550a5b1,Hannu Virtanen,I haven't used it yet.,1,28-03-2022,4.3.3,0
78,399828d9-2106-43aa-927a-bfc998bea242,Erkki Koski,Ok,4,27-03-2022,4.3.3,1
79,a2eac914-4e9d-43da-b020-5b417584cf31,Jari Johanssonbuhr,"How do I turn off traffic announcements from this? As a resident of Tampere, I'm remarkably little interested in situations where the traffic lights don't work in Rauma.",5,24-03-2022,4.3.3,1
80,160614b6-cc49-4255-bac0-1ed085f21907,Joona Alkula,"The internet sometimes works poorly, so then the app doesn't work properly either.🙃",1,22-03-2022,4.3.3,0
81,eeae5ebe-f04e-4f6a-9533-6281a79797f1,Anni Kukkonen,"I put it when the authorities recommended it in the magazine. I trust the authorities. I'm so Finnish. I have encountered a human tax on the road of my life, a policeman, and a doctor, an authority and a lawyer who did not take payment. Finland is a good country to live in.",4,17-03-2022,4.3.3,1
82,7ca8d00a-b405-4494-9945-0b8c2bd21ccb,Harri Kaunisto,It's good.,4,10-03-2022,4.3.3,1
83,d07c6949-cd03-4f4b-8e90-2b3a51d08304,Benjamin Rämönen,Really good 👍🏻👍🏻,5,04-03-2022,4.3.3,1
84,f53b692e-eee1-4d61-adf1-eb86e81295fa,sofia,The very best appi,5,03-03-2022,4.2.21,1
85,6ef4668b-becc-480e-89af-d377ca0ba5e9,Mikki,Good sowells,5,03-03-2022,4.3.3,1
86,28285e09-0f86-42d8-b3d0-dc66fe4f0800,Kaija Miettinen,Unable to download to Honor phone.,5,03-03-2022,4.3.3,1
87,45f89205-b4c1-49be-8d13-f0704bc0ace4,Riitta Pulkkinen,Doesn't agree to download,1,01-03-2022,4.3.3,-1
88,634e0387-37ae-4357-95e2-9220a628a472,K27 Lohja,It's so good,1,22-02-2022,4.3.3,1
89,2c842337-c0a1-4b85-8454-81973a0c1fc1,Herman Hetta,Doesn't update deffa information in the center of the salon!.. ,5,19-02-2022,4.3.3,0
90,f2bf6c67-8b35-491e-b94a-80596121fb08,vitre yann,"A life-saving application. This should be mandatory. The app's location is an expensive tool in (spirit) gold, which gives the authorities speed and certainty to carry out their tasks. The 112 application also has important advice for citizens, phone numbers for e.g. bank card blocking, crisis assistance, poison control center, etc. The application also advises when to call the emergency number and when not to.",3,15-02-2022,4.3.3,-1
91,3a717622-ae29-453d-8ff4-01c8f4f0eb7c,patavalttia,Ok.,5,14-02-2022,4.3.3,0
92,3927918d-6ae8-4a69-b471-7a772218ded5,Hannu Tillonen,It should definitely be possible to mute the sounds so that notifications remain visible.,5,11-02-2022,4.0.3,1
93,13e7842a-bbdf-4efc-986e-61ae49a38cb9,Mika Marjamaa, Good app,4,10-02-2022,4.2.21,1
94,8c2a8a4d-4950-4c8d-b217-a742eed93262,veli-matti äijälä,Useful,5,23-01-2022,4.2.21,1
95,7d89c51c-5004-4f5b-a014-0ab65a3c58b3,Marko Heikkilä,Good,5,12-01-2022,4.2.21,1
96,ff1c9f90-76ea-4b61-81ab-cc8ed1fc2d22,Ilkka Uitto,Orawa Korhonen's single💞🙏,5,11-01-2022,4.0.3,1
97,1532bed8-5f72-40fb-83b2-52f5f057eba0,Orawan Korhonen,"Faith does not waver. Fortunately, I haven't needed it yet.",5,07-01-2022,4.2.21,1
98,046c71f5-4ab0-418d-81d3-51e654fb422a,Rauli Helin,It's fine if there's an emergency,5,01-01-2022,4.2.21,-1
99,4d10e99f-1130-4119-b6d0-70ba5fafdf06,Petteri Petterson,Important,4,26-12-2021,4.2.21,1
100,176df73c-df3a-4a6b-b877-2ab85396b9a1,Seppo Miettinen,"If you get hurt, you can call the emergency center",5,23-12-2021,4.2.21,-1
101,88a131e9-94ad-4e92-a876-f58073912429,Viktor Waljakka,"Good because if there's an emergency, I'll probably be quite panicked",5,19-12-2021,4.2.21,-1
102,357faee4-7d79-494e-b918-ef8d9c412122,Pulmu P,Nice app worth downloading nice,5,07-12-2021,4.2.21,1
103,5da0e1c6-f98b-4d95-95c9-2f61141d1651,Marko Ruotsalainen,"WHY can't I share the LINK to download the app?? The button ""share"" is MISSING from this Google Play store!!",5,30-11-2021,4.2.21,-1
104,94308c74-9989-4ed3-8297-0bf41cefd857,rgsr esg,"Doesn't let you read official announcements! Requires Google positioning all the time and thanks to no selection, the notification will immediately come back to the road. Useless app.",4,27-11-2021,4.2.21,-1
105,bf158cfb-fcd6-4840-ae52-2a5200429afc,Hobi Hitokadonojinbutsu,Actual emergency app. Data security is completely zero and the user is really in trouble if they use this by mistake. Great work!,2,27-11-2021,4.2.21,-1
106,9c87416b-f86a-4f74-88e0-f167c0ed34f5,アアノニマス,Necessary and good,1,26-11-2021,4.2.21,1
107,c01eaaff-504d-4ddf-bbf7-3b57afca459e,Raimo Kemppainen,It has remained unclear whether the location information is transmitted even when your own operator does not have a network and the call goes through another operator's network.,5,26-11-2021,4.2.21,-1
108,fbc4024e-cc7c-42c9-9ca9-2723df06643d,Kri Sse,It has worked every time. Helps in an emergency when you don't have to start thinking about addresses and towns,4,21-11-2021,4.2.21,0
109,b75a369c-e0af-4f7f-8384-ed62b70d4b7b,suvi latva,"A good application that needs polishing. The announcements could be local, announcements from other locations are not of interest. If the phone is in night mode, I don't need announcements.",5,20-11-2021,4.2.21,1
110,36b1f35d-cea3-410e-b7ef-a5805f038fed,Harri Sievola,It works,2,15-11-2021,4.2.21,0
111,82b1fde2-1ff4-4260-9480-2d14d1687e82,Marko Lounasranta,Ok,5,10-11-2021,4.2.21,1
112,c83d3d7b-be96-4cb1-8a45-b5e8eaeb7220,rami Hyvönen,"I just tried to read the announcement, but it was impossible to read, when the application asked for a while whether to turn on the location.",4,04-11-2021,4.2.21,0
113,b989fc9b-1c9c-4451-9a59-bb485f825125,Henna Ruusu,Beeps the ride quickly,2,01-11-2021,4.2.21,0
114,5f99965c-faf3-4e00-8df8-651c9908a49a,Mikaa,"Other than that, great thing, but no possibility to update. That's why only 1 star.",5,31-10-2021,4.2.21,-1
115,13439f39-2e7d-420c-8ca7-6506f6d07a0c,Topi Mäkinen,22. P/ b .,1,30-10-2021,4.2.21,0
116,23d28ce9-970c-4e01-ba41-1469ffddc451,Ilari Riipinen,I haven't been in trouble yet.,2,27-10-2021,4.2.21,1
117,2f3f97df-7fbc-4559-847c-2c8326a5651a,Mauri Nieminen,It's very useful and I recommend it to everyone,5,26-10-2021,4.2.21,1
118,faafb09d-51f1-4c47-9248-0692ffb821b1,j.o Saarela,"Great additional security, especially for the elderly!",5,26-10-2021,4.2.21,1
119,88658fe0-423a-4981-97c3-185c80749def,Perfect Swing,Very important app,5,24-10-2021,4.2.21,1
120,4e0fbdf6-1225-4f07-8e08-d162571d806c,LITLESPETSOP LPS,Good,5,23-10-2021,4.2.21,1
121,1e4c56bd-27f5-4727-8f01-c6242b65205e,Jari Toivonen,Really important app,4,18-10-2021,4.2.21,1
122,8602f41b-3bde-4b12-ba7a-2511fd9da36a,Henna Manninen,Doesn't always work when it comes to updates and sometimes shows traffic announcements as far as Rovaniemi even when we're in Tampere at a height.,5,13-10-2021,4.2.21,0
123,f39af0ab-8319-4fa6-ae46-a95531eaae49,Jari Mäkelä,"The treatment has been, a bit of this and that!!!",2,08-10-2021,4.2.21,0
124,72ce9e6c-b886-446f-8f9d-485505c9e322,Riitta Salonen,"I couldn't give up on this, give security to get urgent help.",2,07-10-2021,4.2.21,1
125,06b65fb5-42ef-4bd5-ae0f-c25ac88509e5,Anna Liisa Flinkman,Quick to call 112,1,06-10-2021,4.2.21,0
126,84934216-debb-46a2-8067-0190e81fa27f,Nuutti Haukipuro,Ok,5,04-10-2021,4.2.21,1
127,33d86c78-8713-427e-b92a-a40169a82e53,Taisto Heinonen,Good idea to track it down,4,04-10-2021,4.2.21,1
128,74bbf0f4-3c0c-46bf-9c57-0c4a8b2c36db,Renne Tuominen,"To some extent if there is a need to put 112 there and read the app, Niina Haahti hopes -Pentt7lä",5,02-10-2021,4.2.21,1
129,092a1d04-bd86-4566-bfaa-62bd0ce4e5c0,Niina Haahti,"A great application whose notifications suffer from a lack of precision. For example, Tie 12, between Tampere - Lahti, Tampere. A more precise location is the beach tunnel. Where the hell between Tampere and Lahti, if something happens in the beach tunnel in the middle of Tampere? How does Lahti fit into the whole announcement? Why not between Rauma - Kouvola, if you want to be even more vague.",5,25-09-2021,4.2.13,-1
130,0c085756-9140-4d76-9ff0-5d7c7f990774,Jussi Syrjäkoski,What's the idea of ​​constantly testing systems that fail and informing about them through this application? I turned off all the notifications from this when there is a short interval about a test or that it is raining outside in Rovaniemi. Now I don't know what to watch out for if there really is a toxic cloud outside.,3,20-09-2021,4.2.21,-1
131,7de7c4b1-e5f9-4781-b3bf-3a3717c0a81d,Matti Ylönen,Very necessary for anyone.,1,17-09-2021,4.2.21,0
132,791bb46a-9000-4ee4-ae0c-ba3634542ccf,Jorma Jetsonen,"Otherwise it would be a good app, but those danger and traffic reports need a quick update. A really shocking and -loud- alarm sound that you can't change to your liking or even get sounds out of the application. In that case, you should remove the app's notifications completely, and then the whole benefit of the app will be gone. In addition, it would be good to be able to choose from which distance those notifications are needed.",5,16-09-2021,4.2.21,1
133,c2d31b84-f653-4588-8b93-674aa89d72d4,Anni Summanen,"As soon as I opened it, the phone started to mess up. The screen doesn't accept touch, makes calls/sends messages by itself and presses to open applications, etc. Others in the close circle had the same problem as soon as they opened the application. What the heck?",3,12-09-2021,4.2.21,-1
134,d23d0975-fcd1-4919-8292-5c6e2b6c8049,tetrax,"Otherwise ok, but offers positioning activation every couple of seconds if it is not on. Once would be enough.",1,09-09-2021,4.2.21,0
135,cbeb3c07-f3d0-4da4-ab05-5146b23c8eb4,Marjo Kauppi,Population alert announcements cannot be removed or the alarm sound changed. 112 application has a life of its own.,4,06-09-2021,4.2.21,-1
136,5c0eea49-9855-48f5-87db-4a54291316c7,Jari Paasovaara,Good service.,2,06-09-2021,4.2.21,1
137,0ae4f291-d1bc-45e4-a2ac-055bd3da6c49,Marko Virta,PROPHETS,5,29-08-2021,4.2.21,0
138,d32b1741-0695-4411-b24e-9989d75f73a7,JOONAS JOONAS,Really useful everyone should have.,5,23-08-2021,4.2.21,1
139,c892694a-9e6a-4f2d-93ad-1a5c7fc0f08c,Joni Rönkkö,Today I had to use it but the application didn't work. I got in touch with the emergency center by dialing 112.,5,17-08-2021,4.2.21,-1
140,cddb670c-4ce8-4d53-b352-2e0d62a6b7ec,Urpo Halttunen,Shows the wrong location,1,16-08-2021,4.2.21,-1
141,5e52baa5-ed5f-47da-a27e-f0bf8d5435de,Helena Pekkala,"It should be possible to limit the area of ​​the notification, for example to 30km or 50km. It feels stupid when there are reports of accidents in Oulu or Kajaani. Otherwise, a good app.",1,16-08-2021,4.2.21,-1
142,5aae8668-e9d6-474c-b4b0-8aee181ffc71,Jukka Wallin,"Apart from the rest, great in that you can share your location with others than just the emergency center. BUT if there is no internet, does the map page open with the sharing option? Why not already on the front page...?",4,03-08-2021,4.2.21,1
143,e096beb1-8690-45c0-9e5e-1e3b0000ce4f,Jarmo Lahti,Working idea,4,02-08-2021,4.2.21,0
144,f70a1733-e190-46e2-84ed-be60bf03d85b,Matti Teiskonlahti,Necessary,5,23-07-2021,4.2.21,0
145,2fae176e-a7c0-4f9e-9d99-00e92ace011e,antti Pitkaranta,Indispensable,5,15-07-2021,4.2.21,0
146,1a57431e-5cfd-4b44-9acd-b1fd3881e8e4,Kari Hiltunen,Emt,5,15-07-2021,4.2.21,0
147,11cad09c-63fc-4048-8426-7390d5dc45a1,Elias Ritari,"Another useful app, but you can't leave the right to alarms here. It's no fun to wake up at 2:30 in the morning to a shocking voice that warns you about a collision that happened 6 km away and again at 3:45 that the situation is over. So, what a flash of genius this is, especially when removing the alarm sound in a targeted way, for example only from traffic announcements, seems to be a no-brainer",5,04-07-2021,4.2.17,-1
148,703320da-adfa-4529-9231-f3ee8431cd43,Auli Karhu,"The location seems to be dead on, at least 5 km away from where you really are.",2,04-07-2021,4.2.17,-1
149,a8ad9e2f-3056-4fe4-b092-80ee0c3ddde2,Pasi Tuunainen,Ìplolohlos,1,03-07-2021,4.2.17,0
150,2ba1becc-2280-4af8-846d-e8057f6bf8c6,Oke Rulja,The application reported my location to about three kilometers away and I'm not even in the wilderness,4,01-07-2021,2.0.0,0
151,339d2e6a-c8f4-42a7-abdb-ff772774de87,Timo Karhapää, A really infuriating sound in those traffic announcements and you can't even get rid of it anywhere. Wakes up the whole house even in the middle of the night.,1,29-06-2021,4.0.3,-1
152,a7cd916c-9b19-4e13-9a97-4edde9962a9f,Aleksi Roth,Tells the exact location,2,28-06-2021,4.2.17,0
153,793a6bfb-2978-4b6a-9f6d-fe61e4afe107,Janne “Fige”,Very good in an emergency,5,25-06-2021,1.2.9,1
154,09366d87-e368-4947-af5c-68fe16a86ab3,Emmi Huttunen,Danger announcements and traffic information in real time.,5,24-06-2021,4.2.17,-1
155,71e74a5e-1103-471a-aed7-58c6529b9b82,Petri Nevanoja,I haven't needed it yet,5,23-06-2021,4.2.17,0
156,4b3198e6-ec6f-4129-a76d-ec7a5d2db238,Jari Palmgren,The size of the application is growing all the time. That's why two stars off.,5,19-06-2021,4.2.17,1
157,3cb1f47f-d5b6-47ba-ab6b-907354ac38c7,Jani Leskelä,Update doesn't work.,3,19-06-2021,4.2.17,0
158,5f867899-f400-4636-8347-d85af14c5c64,Marko Mäenpää,Should be a mandatory app for everyone.,1,17-06-2021,4.2.13,1
159,9fd94d7e-03d2-4924-8a94-56cdd296f8bb,pekka kanniainen,Important app,5,17-06-2021,4.2.13,1
160,3a133eb2-7e5b-418e-8490-4d61a409122a,Bleiser,"The user interface is nice, but the content is more expensive than gold. I haven't had to use it in practice yet, but I hope it stays that way.",5,16-06-2021,4.2.13,1
161,ac0b3f79-b249-4407-8cc2-01f92c06435c,Jukka-Pekka Vehkala,Important,5,15-06-2021,4.2.13,1
162,cf48dff0-204a-4120-83c4-57ad37426be9,Kirsi Muhonen,useful application.,5,08-06-2021,4.2.13,1
